CensusTract,longitude,latitude
42129802700.0,-79.60651362081735,40.258524914634116
47157022112.0,-89.98870137910606,35.05304282322513
6029005600.0,-117.6748176,35.0217689
48507950100.0,-99.6124226,28.9571943
13089023412.0,-84.25210346898288,33.714196636898
18089010400.0,-87.34993949896075,41.578952410914454
19155031300.0,-95.89572624799109,41.21626415167388
12011110334.0,-80.3340253,25.9965886
16065950302.0,-111.8024146,43.8070974
24015030503.0,-75.8565829,39.6210604
22033000601.0,-91.15596923703458,30.486921977700856
41005020800.0,-122.639202,45.4475739
26065004100.0,-84.48721228737145,42.73282738261956
39073965400.0,-82.3624418,39.5248038
33009961000.0,-71.71333998683369,43.67187066529164
48141003702.0,-106.38179440302072,31.738382001609132
29099701200.0,-90.5777087,38.1193373
47163043302.0,-82.20186363110574,36.50484376141352
48113008701.0,-96.76208822286674,32.72388622858313
55035001200.0,-91.522505,44.803585
18177001000.0,-84.88870258910099,39.81920637319227
48215020503.0,-98.23807729241808,26.149727931316427
8109977600.0,-106.2972506,38.1324118
12031011300.0,-81.69503580184346,30.380609360288105
36055015304.0,-77.9306616,43.2161824
1073001500.0,-86.81826371507894,33.53726061027771
29011960300.0,-94.2769516,37.4875768
4015950705.0,-114.01321037461969,35.23471510609588
38035010300.0,-97.06715294706936,47.922722938064155
19179960900.0,-92.41161250697614,41.01543126541883
6089010806.0,-122.3804645,40.6379428
12101031409.0,-82.72119483131043,28.19228345066855
45041000800.0,-79.747242,34.2077391
22073011000.0,-92.12504054783545,32.45469048998965
51620090200.0,-76.925715,36.6643888
48201312900.0,-95.36512984210489,29.697767323426238
36043010501.0,-75.0071392,43.0093769
28089030500.0,-90.0497687,32.6207525
26163506500.0,-83.00676609460552,42.433933436142794
47037014300.0,-86.79384532474764,36.17772475251968
18097350800.0,-86.14654180822961,39.80751160914296
21025920300.0,-83.3677041,37.5801106
13095011400.0,-84.15954365513453,31.56919198792167
53063002300.0,-117.4498224,47.6668625
27009021101.0,-94.16216282728888,45.6100768439551
55133202700.0,-88.23185822697731,43.01734340963768
4013422610.0,-111.71364730799871,33.40265488839219
46035962800.0,-98.0037928,43.7095468
44007012104.0,-71.50829009237877,41.78806056040837
42049002800.0,-80.0701783419107,42.110536318675976
39035188103.0,-81.54470805678704,41.44586644413056
45079000500.0,-81.02056035075712,34.02388827400391
54081001400.0,-81.21011786429608,37.819676235291716
22071001744.0,-89.99342056542596,30.028473822453968
56025000200.0,-106.3194536,42.8560464
20173002800.0,-97.363665,37.6807613
5145070600.0,-91.520817,35.259764
37067000500.0,-80.23852973048331,36.1197364144687
42081000300.0,-77.03713730586107,41.23895282262049
23019000500.0,-68.7871785,44.8054834
49021110500.0,-112.992658,37.7137449
29021003000.0,-94.856656933574,39.73670491700167
18121030300.0,-87.265823,39.7581011
17099964300.0,-88.8238938,41.1161104
13295020100.0,-85.28721052770399,34.96994088647344
21121930601.0,-83.8075913,36.8873065
17119401100.0,-90.09967639560537,38.85635134893829
19169001100.0,-93.6441195,42.0128435
1097000401.0,-88.07320846963518,30.683454167506685
30013001600.0,-111.3262694,47.5044372
48479001818.0,-99.4752678,27.2988412
11001009902.0,-76.9412929132355,38.88047144457739
17165955500.0,-88.4282428,37.8184567
22017022000.0,-93.80526185960075,32.51204811843141
21111012104.0,-85.9089426,38.0446206
29213480105.0,-93.2528804632997,36.63594449331483
34029716000.0,-74.16735670328694,40.03503482923105
39061003800.0,-84.4722499211304,39.152158675395206
39139001000.0,-82.50002180292914,40.747458350705934
1101002900.0,-86.28781604478125,32.33588272250917
48245005900.0,-93.9525148,29.8726253
49035113906.0,-112.084936,40.8113279
27137012200.0,-92.93573979717029,47.44265448983643
8077001706.0,-108.4473051,39.064348
26121001300.0,-86.22668039013043,43.20109304981862
36029012300.0,-78.83867207640459,42.842318827181394
13021012400.0,-83.68176849661168,32.8331333352499
4003000500.0,-109.4347432,31.693002
12055961500.0,-81.1508609,27.3017535
38015010200.0,-100.7645331,46.8107113
48143950500.0,-98.19316494195756,32.23407856684696
28151000400.0,-91.0576762209832,33.41288584147634
41019130000.0,-123.329373,43.202334
27013171101.0,-93.99619838093956,44.17607388076525
29107090601.0,-93.9480564,38.9831624
35033955200.0,-104.9218975,35.9828413
54097966800.0,-80.2010128,38.9804038
19113003002.0,-91.6429778,41.9172724
47113000500.0,-88.7933884,35.6358228
54029020900.0,-80.6310180739983,40.55852701156546
25015821602.0,-72.6616768,42.3317459
51730810700.0,-77.39897209099658,37.220722735925676
32023960401.0,-116.015716,36.4957124
48061014100.0,-97.41224991056959,25.896270718764633
40143006200.0,-95.9847186,36.1995729
56021000700.0,-104.8212283,41.1343793
53041970400.0,-122.9357532,46.7385082
6057000402.0,-121.2138243,39.2091585
51530930600.0,-79.3581337,37.7293448
39057200500.0,-84.0128406,39.8119368
36075020901.0,-76.2958046,43.2308971
33015106200.0,-70.92071579622032,42.956594789840096
22079012900.0,-92.42502414449638,31.267308613301864
21151011302.0,-84.2719293,37.5704476
47029920200.0,-83.2141453,36.0090173
26017280900.0,-83.89200833387704,43.53615496829216
12009062107.0,-80.69899737944279,28.367194528561527
31001966100.0,-98.3461487,40.5645697
26073000400.0,-84.8170626,43.5754081
12017450202.0,-82.4493433,28.9208116
26091061302.0,-84.0382611031056,41.901813769186504
18157005400.0,-86.91218345450929,40.427456877970606
39049001500.0,-82.98730014377561,40.00188841822
42069112600.0,-75.7440994,41.3747587
6071010901.0,-117.2161238,34.261789
42101035702.0,-74.97094557306787,40.10090842425222
18053000400.0,-85.6380295,40.5680108
55085971500.0,-89.378561,45.6543087
28075000200.0,-88.71142498104975,32.36483323722227
5119002800.0,-92.26971386286473,34.75208261706089
21019030900.0,-82.66726162844435,38.45401849192648
48007950400.0,-97.0709124,28.0171583
55081950400.0,-90.7922166,43.9497926
20009971800.0,-98.7974515,38.3318048
36089490100.0,-74.8053659,45.0045206
