CensusTract,longitude,latitude
20173002800.0,-97.54996472999694,37.19784530485928
39089758300.0,-82.44180808709251,39.831417928602285
13121008700.0,-84.45525950808597,33.95889145008468
16065950302.0,-112.04063059181564,42.97277560312832
48215023504.0,-98.21896004782889,26.412510747903546
18157011100.0,-86.79275403337051,40.00330752079029
28163950500.0,-90.28513396437445,32.80194712124532
42081000800.0,-76.67650188332098,41.33688503315748
6103000500.0,-122.14785838869523,39.72355345862277
27047180500.0,-93.95564475073024,43.47747661744875
33015003500.0,-71.24169443691082,42.95773186292518
47157022210.0,-90.26926356890029,35.12986029803695
12053040502.0,-82.18993183850739,28.773897176871778
51730810600.0,-77.42878305771485,37.07077960697706
4015950705.0,-113.32566879531453,34.90370011228599
45079011702.0,-80.99290150409853,33.97880719381445
26057000500.0,-84.77077487746085,43.14546426883965
48141003701.0,-106.82835938058872,32.333648812246814
17119403300.0,-89.97402821977325,38.65913987320575
48439106300.0,-97.39072202790945,32.59323965503816
24005402404.0,-76.82715132503432,39.22108735751755
39017001100.0,-84.59248453554588,39.38786302804003
22033003000.0,-91.48396082323345,30.612914181452027
41005020800.0,-122.99084110004696,45.447873521127725
29039870200.0,-93.7889807680354,37.71884677481004
8109977600.0,-106.51033687590672,39.80237820454928
37009970500.0,-81.53114259525756,36.67995210648423
19179960400.0,-92.06047031300926,41.19309930231063
38035010300.0,-97.44585727626439,47.6148382127283
12099001912.0,-80.56683484598304,26.694113970924562
17031560200.0,-87.78705578347059,41.93675964235274
39155921500.0,-80.87600124598688,41.263133178324544
21121930400.0,-83.93222583290498,37.044254444772164
1073013002.0,-86.64240026632662,33.2066336271582
26163544100.0,-83.27665083251794,42.39017290023242
46135966100.0,-97.20988634625832,43.58726885371484
42017100500.0,-74.81930164548591,40.01772281568203
55035001200.0,-92.1076719494421,45.46995410148386
22017025200.0,-93.13722030037923,32.48924321810716
42051260100.0,-79.7935109319859,40.1651697115503
36065023200.0,-75.29651054362678,43.13489286240209
48201312800.0,-94.98637753443084,29.927651496002717
31153010402.0,-95.80974460726215,40.589095649050726
36029016200.0,-78.64172240519508,42.794839081393306
6071010901.0,-117.02233835543134,34.760531964675565
13095010302.0,-83.91546881420051,32.00683939193031
22071001746.0,-89.69136679744747,30.12334740527154
53063002300.0,-117.72385240785468,47.407855541569816
47037012701.0,-86.85699072262491,36.6998486088995
30013001600.0,-111.3262694,47.5044372
