CensusTract,longitude,latitude
22071001720.0,-90.03528229855513,30.004305038095815
37081011102.0,-79.75711253395704,36.45302350317723
49021110500.0,-112.992658,37.7137449
17031540101.0,-87.52775500803465,41.652919066860356
24033803100.0,-76.87995393395448,39.11275423174825
48143950500.0,-98.41477669653551,32.24093428550483
19169001100.0,-93.79104036657219,42.05376580487325
12089050302.0,-81.6298484658142,30.55780899913801
48427950204.0,-99.07048312405225,26.764202880161285
53041970400.0,-123.01152667867612,47.30400986375941
47065000400.0,-85.21668485024138,35.256294611950864
42085032100.0,-80.29209172832924,41.55305076817452
39101000502.0,-82.92579579790218,40.497289380113315
36065023200.0,-75.28910271697825,43.139313246622066
5119002800.0,-92.03128284072338,34.674481697974706
35029000400.0,-107.10604984154091,31.80211657740636
33011000300.0,-71.2807624433222,43.1745523102722
17119400700.0,-90.14900119864875,38.69171030662583
39017013200.0,-84.34194453430004,39.5003901529478
16065950302.0,-111.8024146,43.8070974
27103480300.0,-94.03587675923187,44.661079508598114
6103000500.0,-122.14785838869523,39.72355345862277
26155030800.0,-84.17007207563353,42.79903106109865
20037957500.0,-94.62700466117842,37.32067366554574
13121006700.0,-84.37871620916769,33.71256608573837
28089030500.0,-89.97169427202638,32.47404226298128
8043979100.0,-105.30815343132505,37.740330103907006
12099001912.0,-80.34857782993504,26.621973432171856
32023960401.0,-116.49996318782827,36.14096131587795
1073002900.0,-86.81110810816165,33.506588079985534
21019031300.0,-82.41398768332147,38.11789245142107
48201312800.0,-95.36509257211763,29.901486297786516
36029012400.0,-78.94935158171612,42.72188471444697
22017022000.0,-93.80526185960075,32.51204811843141
38035010600.0,-96.95314782966292,47.73422345769077
42097082400.0,-76.53554978737093,40.88691527193362
45079010900.0,-80.98843701320912,34.038898465088074
47029920200.0,-83.37441938747735,35.86350315986622
53063002300.0,-117.72385240785468,47.407855541569816
31001966100.0,-98.46710987989431,40.664796003697916
12057010303.0,-82.47191757419854,27.9169268469264
55035001200.0,-91.23777959889937,44.58799044164151
19103002300.0,-91.38412959172524,41.66634962397916
18143966800.0,-85.86378204946364,38.6827377187675
29095008800.0,-94.51221737544884,39.006057245462934
47157010620.0,-89.85189970962044,35.16272473864355
51740212702.0,-76.42434653220197,36.79134304221524
22033000900.0,-91.18996887350818,30.463027242977397
4013218300.0,-111.87556432942132,33.369480007967326
4015952700.0,-114.15209828766538,34.78908122322777
18053000400.0,-85.82202410316707,40.37710825332769
24001002100.0,-78.89574439931171,39.660741074293924
8077001706.0,-108.4473051,39.064348
26163507000.0,-83.0695356382418,42.44173843852289
55133202600.0,-88.38733508043383,42.69057864889803
34029716000.0,-74.11792693027878,40.24129863772541
46135966100.0,-97.17054294314012,43.610640675571496
13021010100.0,-83.4949810534018,32.760810494509904
50025968400.0,-72.54734394142898,42.70377961771366
48215022501.0,-97.98871795848856,26.264639791708767
1101002900.0,-86.16207023825145,32.35262987024504
39073965400.0,-82.1410338611559,39.578431503992476
6071010901.0,-117.22057687105327,34.23666658501179
48113002701.0,-96.74867469808586,32.81412309878523
13095011400.0,-84.15954365513453,31.56919198792167
47037014300.0,-86.79384532474764,36.17772475251968
33007950600.0,-70.91181797899351,44.40112007304963
42125764000.0,-80.07215569600058,40.19379316203716
1097000401.0,-88.07320846963518,30.683454167506685
22073011000.0,-92.16025005470537,31.959819069725224
21125970200.0,-84.173433379669,37.422814756063126
29077002300.0,-93.12815110611854,36.96899052862501
17113000501.0,-89.2070313029283,40.83712840355982
41043030800.0,-122.97767585482094,44.26654373762336
56021000700.0,-105.56614495425086,41.99039107330657
44001030500.0,-71.13519038053482,41.89772684677581
27137012300.0,-92.64077471237474,47.12343865324094
38015010200.0,-100.7645331,46.8107113
18167001900.0,-87.54033463727342,39.1610495681575
31153010402.0,-95.91633567271012,40.93978135756566
34007611000.0,-75.23377905101972,39.879687806233605
54055001500.0,-81.07800536856996,37.505021388168956
49045131100.0,-112.71494966121398,40.61105717542237
36051031400.0,-77.42844802866247,42.68721358351581
39153503600.0,-81.46118638372343,41.0634545890117
17077010600.0,-89.23145213610238,37.5738629424121
26073000400.0,-85.04007904993273,43.54631820264607
55139002900.0,-88.50336140565624,44.23708505757629
20173002800.0,-98.15065601363419,37.580950249699946
48507950100.0,-99.57796906278453,29.1549865343505
28133950402.0,-90.78533135050154,33.32522849564097
12069030307.0,-81.89564305711887,28.924699062035003
30013001600.0,-111.3262694,47.5044372
26021000300.0,-86.31644204065897,42.530344024257325
23019007100.0,-68.53545810256159,44.92862395050419
51730810400.0,-77.42476909664103,37.242789024464564
48245005900.0,-93.77485035388561,30.078719996390312
19179961000.0,-92.43809681731081,40.69855643649051
18157010300.0,-87.05980874855773,40.4466433845334
47163043302.0,-82.12209843298105,36.462660783060265
